"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_f"
855,49.3,49.3,50.7,"Schwarzenburg BE","Schwarzenburg (BE)","Schwarzenburg BE","Les habitants de Schwarzenburg s'opposent à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS avec 50,7 pour cent de non. Si cette proposition a été refusée, l'autre concernant la révision de l'AVS a été acceptée ce dimanche avec 76,9 pour cent de oui. Les citoyens de Schwarzenburg avaient déjà refusé la précédente révision de l'AVS en 2017."
861,55.8,55.8,44.2,"Belp BE","Belp (BE)","Belp BE","A Belp, les habitants sont favorables à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS avec 55,8 pour cent des voix. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a par contre été refusée avec 66,8 pour cent de non. Les citoyens de Belp avaient déjà refusé la précédente révision de l'AVS en 2017."
863,61,61,39,"Burgistein BE","Burgistein (BE)","Burgistein BE","C'est oui à 61 pour cent à une hausse du taux de TVA pour couvrir les besoins financiers de l'AVS à Burgistein. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 51 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Burgistein passe cette fois-ci du côté du oui."
866,51.9,51.9,48.1,"Gerzensee BE","Gerzensee (BE)","Gerzensee BE","Les habitants de Gerzensee acceptent une hausse du taux de TVA pour couvrir les besoins financiers de l'AVS avec 51,9 pour cent de oui. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 50,3 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Gerzensee passe cette fois-ci du côté du oui."
867,78.7,78.7,21.3,"Gurzelen BE","Gurzelen (BE)","Gurzelen BE","A Gurzelen, les habitants sont favorables à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS avec 78,7 pour cent des voix. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 56,3 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Gurzelen passe cette fois-ci du côté du oui."
868,66.6,66.6,33.4,"Jaberg BE","Jaberg (BE)","Jaberg BE","Une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS passe la rampe à Jaberg avec 66,6 pour cent des voix. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a par contre été refusée avec 74,1 pour cent de non. Il n'est pas possible de comparer le résultat du vote de cette commune avec celui de la précédente révision en 2017. La commune a certainement fusionné depuis 2017."
869,60.2,60.2,39.8,"Kaufdorf BE","Kaufdorf (BE)","Kaufdorf BE","C'est oui à 60,2 pour cent à une hausse du taux de TVA pour couvrir les besoins financiers de l'AVS à Kaufdorf. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a par contre été refusée avec 59,6 pour cent de non. Kaufdorf avait accepté la précédente révision en 2017. Elle dit non cette fois-ci."
870,61.2,61.2,38.8,"Kehrsatz BE","Kehrsatz (BE)","Kehrsatz BE","A Kehrsatz, les habitants disent oui à 61,2 pour cent à une augmentation du taux de TVA pour financer la réforme de l'AVS. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 99 pour cent des voix. Les électeurs de Kehrsatz avaient déjà voté oui à la précédente réforme de l'AVS en 2017."
872,45.4,45.4,54.6,"Kirchdorf BE","Kirchdorf (BE)","Kirchdorf BE","Une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS ne passe pas la rampe à Kirchdorf (BE) avec 54,6 pour cent des voix. Si cette proposition a été refusée, l'autre concernant la révision de l'AVS a été acceptée ce dimanche avec 75,1 pour cent de oui. Les citoyens de Kirchdorf (BE) avaient déjà refusé la précédente révision de l'AVS en 2017."
879,54.1,54.1,45.9,"Riggisberg BE","Riggisberg (BE)","Riggisberg BE","Les habitants de Riggisberg approuvent une augmentation du taux de TVA pour financer la réforme de l'AVS avec 54,1 pour cent de oui. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 99,9 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Riggisberg passe cette fois-ci du côté du oui."
880,62,62,38,"Rüeggisberg BE","Rüeggisberg (BE)","Rüeggisberg BE","C'est oui à 62 pour cent à une hausse du taux de TVA pour couvrir les besoins financiers de l'AVS à Rüeggisberg. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 65,5 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Rüeggisberg passe cette fois-ci du côté du oui."
883,19.5,19.5,80.5,"Seftigen BE","Seftigen (BE)","Seftigen BE","Une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS ne passe pas la rampe à Seftigen avec 80,5 pour cent des voix. Si cette proposition a été refusée, l'autre concernant la révision de l'AVS a été acceptée ce dimanche avec 82,8 pour cent de oui. Les citoyens de Seftigen avaient déjà refusé la précédente révision de l'AVS en 2017."
884,81,81,19,"Toffen BE","Toffen (BE)","Toffen BE","C'est oui à 81 pour cent à une hausse du taux de TVA pour couvrir les besoins financiers de l'AVS à Toffen. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 52,1 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Toffen passe cette fois-ci du côté du oui."
885,93.1,93.1,6.9,"Uttigen BE","Uttigen (BE)","Uttigen BE","Les habitants d'Uttigen acceptent une hausse du taux de TVA pour couvrir les besoins financiers de l'AVS avec 93,1 pour cent de oui. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 63,2 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Uttigen passe cette fois-ci du côté du oui."
886,58.1,58.1,41.9,"Wattenwil BE","Wattenwil (BE)","Wattenwil BE","C'est oui à 58,1 pour cent à une hausse du taux de TVA pour couvrir les besoins financiers de l'AVS à Wattenwil. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 59,6 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Wattenwil passe cette fois-ci du côté du oui."
888,50.1,50.1,49.9,"Wald BE","Wald (BE)","Wald BE BE","Les habitants de Wald (BE) acceptent une hausse du taux de TVA pour couvrir les besoins financiers de l'AVS avec 50,1 pour cent de oui. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a par contre été refusée avec 85,8 pour cent de non. Les citoyens de Wald (BE) avaient déjà refusé la précédente révision de l'AVS en 2017."
889,47.4,47.4,52.6,"Thurnen BE","Thurnen (BE)","Thurnen BE","C'est non à 52,6 pour cent à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS à Thurnen. L'autre proposition concernant la révision de l'AVS a aussi été refusée ce dimanche avec 77,2 pour cent de non. Il n'est pas possible de comparer le résultat du vote de cette commune avec celui de la précédente révision en 2017. La commune a certainement fusionné depuis 2017."
901,24.4,24.4,75.6,"Eggiwil BE","Eggiwil (BE)","Eggiwil BE","Les habitants d'Eggiwil s'opposent à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS avec 75,6 pour cent de non. L'autre proposition concernant la révision de l'AVS a aussi été refusée ce dimanche avec 54,7 pour cent de non. Les citoyens d'Eggiwil avaient déjà refusé la précédente révision de l'AVS en 2017."
902,26.3,26.3,73.7,"Langnau im Emmental BE","Langnau im Emmental (BE)","Langnau im Emmental BE","Une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS ne passe pas la rampe à Langnau im Emmental avec 73,7 pour cent des voix. L'autre proposition concernant la révision de l'AVS a aussi été refusée ce dimanche avec 76,9 pour cent de non. Langnau im Emmental avait accepté la précédente révision en 2017. Elle dit non cette fois-ci."
903,52.2,52.2,47.8,"Lauperswil BE","Lauperswil (BE)","Lauperswil BE","C'est oui à 52,2 pour cent à une hausse du taux de TVA pour couvrir les besoins financiers de l'AVS à Lauperswil. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a par contre été refusée avec 60,9 pour cent de non. Les citoyens de Lauperswil avaient déjà refusé la précédente révision de l'AVS en 2017."
904,70.7,70.7,29.3,"Röthenbach im Emmental BE","Röthenbach im Emmental (BE)","Röthenbach im Emmental BE","Les habitants de Röthenbach im Emmental acceptent une hausse du taux de TVA pour couvrir les besoins financiers de l'AVS avec 70,7 pour cent de oui. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a par contre été refusée avec 75 pour cent de non. Les citoyens de Röthenbach im Emmental avaient déjà refusé la précédente révision de l'AVS en 2017."
905,8.4,8.4,91.6,"Rüderswil BE","Rüderswil (BE)","Rüderswil BE","Une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS ne passe pas la rampe à Rüderswil avec 91,6 pour cent des voix. Si cette proposition a été refusée, l'autre concernant la révision de l'AVS a été acceptée ce dimanche avec 73,7 pour cent de oui. Les citoyens de Rüderswil avaient déjà refusé la précédente révision de l'AVS en 2017."
906,66.2,66.2,33.8,"Schangnau BE","Schangnau (BE)","Schangnau BE","A Schangnau, les habitants disent oui à 66,2 pour cent à une augmentation du taux de TVA pour financer la réforme de l'AVS. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 64 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Schangnau passe cette fois-ci du côté du oui."
907,73.5,73.5,26.5,"Signau BE","Signau (BE)","Signau BE","A Signau, les habitants sont favorables à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS avec 73,5 pour cent des voix. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 84,4 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Signau passe cette fois-ci du côté du oui."
908,62.7,62.7,37.3,"Trub BE","Trub (BE)","Trub BE","Les habitants de Trub approuvent une augmentation du taux de TVA pour financer la réforme de l'AVS avec 62,7 pour cent de oui. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 64,8 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Trub passe cette fois-ci du côté du oui."
909,67.3,67.3,32.7,"Trubschachen BE","Trubschachen (BE)","Trubschachen BE","Une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS passe la rampe à Trubschachen avec 67,3 pour cent des voix. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a par contre été refusée avec 75,1 pour cent de non. Les citoyens de Trubschachen avaient déjà refusé la précédente révision de l'AVS en 2017."
921,29.4,29.4,70.6,"Amsoldingen BE","Amsoldingen (BE)","Amsoldingen BE","A Amsoldingen, les habitants sont défavorables à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS avec 70,6 pour cent de non. L'autre proposition concernant la révision de l'AVS a aussi été refusée ce dimanche avec 62,9 pour cent de non. Les citoyens d'Amsoldingen avaient déjà refusé la précédente révision de l'AVS en 2017."
922,49,49,51,"Blumenstein BE","Blumenstein (BE)","Blumenstein BE","A Blumenstein, les habitants sont défavorables à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS avec 51 pour cent de non. L'autre proposition concernant la révision de l'AVS a aussi été refusée ce dimanche avec 94,3 pour cent de non. Les citoyens de Blumenstein avaient déjà refusé la précédente révision de l'AVS en 2017."
923,33.9,33.9,66.1,"Buchholterberg BE","Buchholterberg (BE)","Buchholterberg BE","A Buchholterberg, les habitants disent non à 66,1 pour cent à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS. Si cette proposition a été refusée, l'autre concernant la révision de l'AVS a été acceptée ce dimanche avec 91,3 pour cent de oui. Les citoyens de Buchholterberg avaient déjà refusé la précédente révision de l'AVS en 2017."
924,30.2,30.2,69.8,"Eriz BE","Eriz (BE)","Eriz BE","Les habitants d'Eriz s'opposent à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS avec 69,8 pour cent de non. Si cette proposition a été refusée, l'autre concernant la révision de l'AVS a été acceptée ce dimanche avec 57,8 pour cent de oui. Les citoyens d'Eriz avaient déjà refusé la précédente révision de l'AVS en 2017."
925,39.4,39.4,60.6,"Fahrni BE","Fahrni (BE)","Fahrni BE","Les habitants de Fahrni s'opposent à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS avec 60,6 pour cent de non. Si cette proposition a été refusée, l'autre concernant la révision de l'AVS a été acceptée ce dimanche avec 71,6 pour cent de oui. Les citoyens de Fahrni avaient déjà refusé la précédente révision de l'AVS en 2017."
927,39.9,39.9,60.1,"Heiligenschwendi BE","Heiligenschwendi (BE)","Heiligenschwendi BE","L'augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS échoue à Heiligenschwendi avec 60,1 pour cent de non. Si cette proposition a été refusée, l'autre concernant la révision de l'AVS a été acceptée ce dimanche avec 55,1 pour cent de oui. Les citoyens de Heiligenschwendi avaient déjà refusé la précédente révision de l'AVS en 2017."
928,97.3,97.3,2.7,"Heimberg BE","Heimberg (BE)","Heimberg BE","A Heimberg, les habitants disent oui à 97,3 pour cent à une augmentation du taux de TVA pour financer la réforme de l'AVS. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a par contre été refusée avec 52,3 pour cent de non. Les citoyens de Heimberg avaient déjà refusé la précédente révision de l'AVS en 2017."
