"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_i"
785,14.8,14.8,85.2,"Meiringen BE","Meiringen (BE)","Meiringen BE","Nel comune di Meiringen l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS  è stato respinto con il 85,2 percento dei voti. Anche la seconda proposta concernente l'AVS è stata respinta con il 17 percento dei voti. A Meiringen come nel 2017 gli elettroi hanno detto no - con il 55,8 percento dei voti – alla riforma dell'AVS."
786,5.3,5.3,94.7,"Schattenhalb BE","Schattenhalb (BE)","Schattenhalb BE","I cittadini di Schattenhalb si sono opposti all'aumento dell'IVA per coprire i bisogni finanziari dell'AVS . Il testo è stato respinto con il 94,7 percento dei voti. La seconda proposta concernente l'AVS è stata invece accettata con il 53 percento dei voti. A Schattenhalb come nel 2017 gli elettroi hanno detto no - con il 55,8 percento dei voti – alla riforma dell'AVS."
791,77.5,77.5,22.5,"Boltigen BE","Boltigen (BE)","Boltigen BE","Sì all'aumento dell'IVA per coprire i bisogni finanziari dell'AVS nel comune di Boltigen: i cittadini hanno approvato il testo con il 77,5 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 98,3 percento dei voti. Boltigen ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
792,15.1,15.1,84.9,"Lenk BE","Lenk (BE)","Lenk BE","Con il 84,9 percento di ""no"", i cittadini del comune di Lenk hanno bocciato l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS. Anche la seconda proposta concernente l'AVS è stata respinta con il 36,9 percento dei voti. A Lenk come nel 2017 gli elettroi hanno detto no - con il 64,5 percento dei voti – alla riforma dell'AVS."
793,32.8,32.8,67.2,"St. Stephan BE","Saint-Etienne (BE)","St. Stephan BE","No all'aumento dell'IVA per coprire i bisogni finanziari dell'AVS nel comune di St. Stephan: i cittadini hanno bocciato il testo con il 67,2 percento dei voti. La seconda proposta concernente l'AVS è stata invece accettata con il 61,3 percento dei voti. A St. Stephan come nel 2017 gli elettroi hanno detto no - con il 75,3 percento dei voti – alla riforma dell'AVS."
794,37.1,37.1,62.9,"Zweisimmen BE","Zweisimmen (BE)","Zweisimmen BE","Nel comune di Zweisimmen l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS  è stato respinto con il 62,9 percento dei voti. Anche la seconda proposta concernente l'AVS è stata respinta con il 2,9 percento dei voti. A Zweisimmen come nel 2017 gli elettroi hanno detto no - con il 60,7 percento dei voti – alla riforma dell'AVS."
841,88.9,88.9,11.1,"Gsteig BE","Gsteig (BE)","Gsteig BE","A Gsteig i cittadini hanno accolto, con il 88,9 percento dei voti, l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS. Anche la seconda proposta concernente l'AVS è stata accettata con il 71,8 percento dei voti. Gsteig ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
842,80.3,80.3,19.7,"Lauenen BE","Lauenen (BE)","Lauenen BE","Con il 80,3 percento di ""sì"", i cittadini del comune di Lauenen hanno accolto l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS . Anche la seconda proposta concernente l'AVS è stata accettata con il 61,4 percento dei voti. Lauenen ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
843,3.8,3.8,96.2,"Saanen BE","Gessenay (BE)","Saanen BE","Da Saanen è arrivato un ""no"" alle urne per l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS. I cittadini hanno respinto il testo con il 96,2 percento dei voti. Anche la seconda proposta concernente l'AVS è stata respinta con il 17,3 percento dei voti. A Saanen come nel 2017 gli elettroi hanno detto no - con il 61,6 percento dei voti – alla riforma dell'AVS."
852,59.8,59.8,40.2,"Guggisberg BE","Guggisberg (BE)","Guggisberg BE","Sì all'aumento dell'IVA per coprire i bisogni finanziari dell'AVS nel comune di Guggisberg: i cittadini hanno approvato il testo con il 59,8 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 56,2 percento dei voti. Guggisberg ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
853,33.9,33.9,66.1,"Rüschegg BE","Rüschegg (BE)","Rüschegg BE","Nel comune di Rüschegg l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS è stato bocciato con il 66,1 percento dei voti. Anche la seconda proposta concernente l'AVS è stata respinta con il 30,7 percento dei voti. A Rüschegg come nel 2017 gli elettroi hanno detto no - con il 61 percento dei voti – alla riforma dell'AVS."
855,49.3,49.3,50.7,"Schwarzenburg BE","Schwarzenburg (BE)","Schwarzenburg BE","No all'aumento dell'IVA per coprire i bisogni finanziari dell'AVS nel comune di Schwarzenburg: i cittadini hanno bocciato il testo con il 50,7 percento dei voti. La seconda proposta concernente l'AVS è stata invece accettata con il 76,9 percento dei voti. A Schwarzenburg come nel 2017 gli elettroi hanno detto no - con il 52,8 percento dei voti – alla riforma dell'AVS."
861,55.8,55.8,44.2,"Belp BE","Belp (BE)","Belp BE","I cittadini di Belp si sono espressi a favore dell'aumento dell'IVA per coprire i bisogni finanziari dell'AVS. Il testo è stato approvato con il 55,8 percento dei voti. La seconda proposta concernente l'AVS è stata invece respinta con il 33,2 percento dei voti. A Belp come nel 2017 gli elettroi hanno detto no - con il 51,8 percento dei voti – alla riforma dell'AVS."
863,61,61,39,"Burgistein BE","Burgistein (BE)","Burgistein BE","Con il 61 percento di ""sì"", i cittadini del comune di Burgistein hanno accolto l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS . Anche la seconda proposta concernente l'AVS è stata accettata con il 51 percento dei voti. Burgistein ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
866,51.9,51.9,48.1,"Gerzensee BE","Gerzensee (BE)","Gerzensee BE","Nel comune di Gerzensee l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS è stato accettato con il 51,9 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 50,3 percento dei voti. Gerzensee ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
867,78.7,78.7,21.3,"Gurzelen BE","Gurzelen (BE)","Gurzelen BE","I cittadini di Gurzelen si sono espressi a favore dell'aumento dell'IVA per coprire i bisogni finanziari dell'AVS. Il testo è stato approvato con il 78,7 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 56,3 percento dei voti. Gurzelen ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
868,66.6,66.6,33.4,"Jaberg BE","Jaberg (BE)","Jaberg BE","Da Jaberg è arrivato un ""sì"" alle urne per l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS. I cittadini hanno accolto il testo con il 66,6 percento dei voti. La seconda proposta concernente l'AVS è stata invece respinta con il 25,9 percento dei voti. Impossibile comparare il risultato odierno di Jaberg con quello del 2017. Questo a causa di fusioni fra varie realtà comunali."
869,60.2,60.2,39.8,"Kaufdorf BE","Kaufdorf (BE)","Kaufdorf BE","Con il 60,2 percento di ""sì"", i cittadini del comune di Kaufdorf hanno accolto l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS . La seconda proposta concernente l'AVS è stata invece respinta con il 40,4 percento dei voti. Kaufdorf ha cambiato fazione: nel 2017 era a favore della riforma AVS, mentre ora la boccia."
870,61.2,61.2,38.8,"Kehrsatz BE","Kehrsatz (BE)","Kehrsatz BE","Nel comune di Kehrsatz l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS  è stato approvato con il 61,2 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 99 percento dei voti. A Kehrsatz come nel 2017 gli elettori hanno detto sì - con il 51,2 percento dei voti – alla riforma dell'AVS."
872,45.4,45.4,54.6,"Kirchdorf BE","Kirchdorf (BE)","Kirchdorf BE","Da Kirchdorf BE è arrivato un ""no"" alle urne per l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS. I cittadini hanno respinto il testo con il 54,6 percento dei voti. La seconda proposta concernente l'AVS è stata invece accettata con il 75,1 percento dei voti. A Kirchdorf BE come nel 2017 gli elettroi hanno detto no - con il 53,1 percento dei voti – alla riforma dell'AVS."
879,54.1,54.1,45.9,"Riggisberg BE","Riggisberg (BE)","Riggisberg BE","Sì all'aumento dell'IVA per coprire i bisogni finanziari dell'AVS nel comune di Riggisberg: i cittadini hanno approvato il testo con il 54,1 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 99,9 percento dei voti. Riggisberg ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
880,62,62,38,"Rüeggisberg BE","Rüeggisberg (BE)","Rüeggisberg BE","Con il 62 percento di ""sì"", i cittadini del comune di Rüeggisberg hanno accolto l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS . Anche la seconda proposta concernente l'AVS è stata accettata con il 65,5 percento dei voti. Rüeggisberg ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
883,19.5,19.5,80.5,"Seftigen BE","Seftigen (BE)","Seftigen BE","Da Seftigen è arrivato un ""no"" alle urne per l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS. I cittadini hanno respinto il testo con il 80,5 percento dei voti. La seconda proposta concernente l'AVS è stata invece accettata con il 82,8 percento dei voti. A Seftigen come nel 2017 gli elettroi hanno detto no - con il 56 percento dei voti – alla riforma dell'AVS."
884,81,81,19,"Toffen BE","Toffen (BE)","Toffen BE","Con il 81 percento di ""sì"", i cittadini del comune di Toffen hanno accolto l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS . Anche la seconda proposta concernente l'AVS è stata accettata con il 52,1 percento dei voti. Toffen ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
885,93.1,93.1,6.9,"Uttigen BE","Uttigen (BE)","Uttigen BE","Nel comune di Uttigen l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS è stato accettato con il 93,1 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 63,2 percento dei voti. Uttigen ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
886,58.1,58.1,41.9,"Wattenwil BE","Wattenwil (BE)","Wattenwil BE","Con il 58,1 percento di ""sì"", i cittadini del comune di Wattenwil hanno accolto l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS . Anche la seconda proposta concernente l'AVS è stata accettata con il 59,6 percento dei voti. Wattenwil ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
888,50.1,50.1,49.9,"Wald BE","Wald (BE)","Wald BE BE","Nel comune di Wald BE l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS è stato accettato con il 50,1 percento dei voti. La seconda proposta concernente l'AVS è stata invece respinta con il 14,2 percento dei voti. A Wald BE come nel 2017 gli elettroi hanno detto no - con il 50,6 percento dei voti – alla riforma dell'AVS."
889,47.4,47.4,52.6,"Thurnen BE","Thurnen (BE)","Thurnen BE","Con il 52,6 percento di ""no"", i cittadini del comune di Thurnen hanno bocciato l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS. Anche la seconda proposta concernente l'AVS è stata respinta con il 22,8 percento dei voti. Impossibile comparare il risultato odierno di Thurnen con quello del 2017. Questo a causa di fusioni fra varie realtà comunali."
901,24.4,24.4,75.6,"Eggiwil BE","Eggiwil (BE)","Eggiwil BE","No all'aumento dell'IVA per coprire i bisogni finanziari dell'AVS nel comune di Eggiwil: i cittadini hanno bocciato il testo con il 75,6 percento dei voti. Anche la seconda proposta concernente l'AVS è stata respinta con il 45,3 percento dei voti. A Eggiwil come nel 2017 gli elettroi hanno detto no - con il 65,9 percento dei voti – alla riforma dell'AVS."
902,26.3,26.3,73.7,"Langnau im Emmental BE","Langnau im Emmental (BE)","Langnau im Emmental BE","Da Langnau im Emmental è arrivato un ""no"" alle urne per l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS. I cittadini hanno respinto il testo con il 73,7 percento dei voti. Anche la seconda proposta concernente l'AVS è stata respinta con il 23,1 percento dei voti. Langnau im Emmental ha cambiato fazione: nel 2017 era a favore della riforma AVS, mentre ora la boccia."
903,52.2,52.2,47.8,"Lauperswil BE","Lauperswil (BE)","Lauperswil BE","Con il 52,2 percento di ""sì"", i cittadini del comune di Lauperswil hanno accolto l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS . La seconda proposta concernente l'AVS è stata invece respinta con il 39,1 percento dei voti. A Lauperswil come nel 2017 gli elettroi hanno detto no - con il 61,7 percento dei voti – alla riforma dell'AVS."
904,70.7,70.7,29.3,"Röthenbach im Emmental BE","Röthenbach im Emmental (BE)","Röthenbach im Emmental BE","Nel comune di Röthenbach im Emmental l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS è stato accettato con il 70,7 percento dei voti. La seconda proposta concernente l'AVS è stata invece respinta con il 25 percento dei voti. A Röthenbach im Emmental come nel 2017 gli elettroi hanno detto no - con il 73,2 percento dei voti – alla riforma dell'AVS."
905,8.4,8.4,91.6,"Rüderswil BE","Rüderswil (BE)","Rüderswil BE","Da Rüderswil è arrivato un ""no"" alle urne per l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS. I cittadini hanno respinto il testo con il 91,6 percento dei voti. La seconda proposta concernente l'AVS è stata invece accettata con il 73,7 percento dei voti. A Rüderswil come nel 2017 gli elettroi hanno detto no - con il 60,8 percento dei voti – alla riforma dell'AVS."
906,66.2,66.2,33.8,"Schangnau BE","Schangnau (BE)","Schangnau BE","Nel comune di Schangnau l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS  è stato approvato con il 66,2 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 64 percento dei voti. Schangnau ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
907,73.5,73.5,26.5,"Signau BE","Signau (BE)","Signau BE","I cittadini di Signau si sono espressi a favore dell'aumento dell'IVA per coprire i bisogni finanziari dell'AVS. Il testo è stato approvato con il 73,5 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 84,4 percento dei voti. Signau ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
908,62.7,62.7,37.3,"Trub BE","Trub (BE)","Trub BE","Sì all'aumento dell'IVA per coprire i bisogni finanziari dell'AVS nel comune di Trub: i cittadini hanno approvato il testo con il 62,7 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 64,8 percento dei voti. Trub ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
909,67.3,67.3,32.7,"Trubschachen BE","Trubschachen (BE)","Trubschachen BE","Da Trubschachen è arrivato un ""sì"" alle urne per l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS. I cittadini hanno accolto il testo con il 67,3 percento dei voti. La seconda proposta concernente l'AVS è stata invece respinta con il 24,9 percento dei voti. A Trubschachen come nel 2017 gli elettroi hanno detto no - con il 54 percento dei voti – alla riforma dell'AVS."
921,29.4,29.4,70.6,"Amsoldingen BE","Amsoldingen (BE)","Amsoldingen BE","I cittadini di Amsoldingen si sono opposti all'aumento dell'IVA per coprire i bisogni finanziari dell'AVS . Il testo è stato respinto con il 70,6 percento dei voti. Anche la seconda proposta concernente l'AVS è stata respinta con il 37,1 percento dei voti. A Amsoldingen come nel 2017 gli elettroi hanno detto no - con il 59,5 percento dei voti – alla riforma dell'AVS."
