"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d"
989,85.4,85.4,14.6,"Thörigen BE","Thörigen (BE)","Thörigen BE","85,4 Prozent in Thörigen sagen Ja zur Erhöhung des Frauenrentenalters auf 65 . Weil die Gemeinde die Erhöhung der Mehrwertsteuer aber mit 67,9 Prozent Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Thörigen damit trotzdem gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Thörigen eine Rentenreform mit 71 Prozent Nein-Stimmen abgelehnt."
990,9.6,9.6,90.4,"Walliswil bei Niederbipp BE","Walliswil bei Niederbipp (BE)","Walliswil bei Niederbipp BE","Keine Mehrheit für die Erhöhung des Frauenrentenalters auf 65 in Walliswil bei Niederbipp: Mit 90,4 Prozent hat die Gemeinde die Vorlage verworfen. Da die Gemeinde auch die Erhöhung der Mehrwertsteuer mit 60,5 Prozent Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Walliswil bei Niederbipp damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Walliswil bei Niederbipp eine Rentenreform mit 64,3 Prozent Nein-Stimmen abgelehnt."
991,46.9,46.9,53.1,"Walliswil bei Wangen BE","Walliswil bei Wangen (BE)","Walliswil bei Wangen BE","53,1 Prozent Nein zur Erhöhung des Frauenrentenalters auf 65 in Walliswil bei Wangen. Obwohl die Gemeinde der Erhöhung der Mehrwertsteuer mit 51,8 Prozent angenommen hat, ist die AHV-Reform in Walliswil bei Wangen damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Walliswil bei Wangen eine Rentenreform mit 67,3 Prozent Nein-Stimmen abgelehnt."
992,53,53,47,"Wangen an der Aare BE","Wangen an der Aare (BE)","Wangen an der Aare BE","53 Prozent der Stimmbürgerinnen und Stimmbürger von Wangen an der Aare haben die Erhöhung des Frauenrentenalters auf 65 angenommen. Da die Gemeinde auch der Erhöhung der Mehrwertsteuer mit 58,6 Prozent zugestimmt hat, ist die AHV-Reform in Wangen an der Aare damit angenommen worden. Damit hat in Wangen an der Aare im Vergleich zur letzten AHV-Abstimmungim Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 61 Prozent ein Nein in die Urne gelegt."
993,51.2,51.2,48.8,"Wangenried BE","Wangenried (BE)","Wangenried BE","In Wangenried hat die Stimmbevölkerung der Erhöhung des Frauenrentenalters auf 65 mit einem Ja-Stimmen-Anteil von 51,2 Prozent zugestimmt. Weil die Gemeinde die Erhöhung der Mehrwertsteuer aber mit 83 Prozent Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Wangenried damit trotzdem gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Wangenried eine Rentenreform mit 65,3 Prozent Nein-Stimmen abgelehnt."
995,45.8,45.8,54.2,"Wiedlisbach BE","Wiedlisbach (BE)","Wiedlisbach BE","54,2 Prozent Nein zur Erhöhung des Frauenrentenalters auf 65 in Wiedlisbach. Obwohl die Gemeinde der Erhöhung der Mehrwertsteuer mit 73,4 Prozent angenommen hat, ist die AHV-Reform in Wiedlisbach damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Wiedlisbach eine Rentenreform mit 62,7 Prozent Nein-Stimmen abgelehnt."
1001,72.5,72.5,27.5,"Doppleschwand LU","Doppleschwand (LU)","Doppleschwand LU","72,5 Prozent der Stimmbürgerinnen und Stimmbürger von Doppleschwand haben die Erhöhung des Frauenrentenalters auf 65 angenommen. Weil die Gemeinde die Erhöhung der Mehrwertsteuer aber mit 58,5 Prozent Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Doppleschwand damit trotzdem gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Doppleschwand eine Rentenreform mit 66 Prozent Nein-Stimmen abgelehnt."
1002,31.2,31.2,68.8,"Entlebuch LU","Entlebuch (LU)","Entlebuch LU","In Entlebuch hat die Stimmbevölkerung die Erhöhung des Frauenrentenalters auf 65 mit 68,8 Prozent abgelehnt. Obwohl die Gemeinde der Erhöhung der Mehrwertsteuer mit 55,6 Prozent angenommen hat, ist die AHV-Reform in Entlebuch damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Entlebuch eine Rentenreform mit 65,2 Prozent Nein-Stimmen abgelehnt."
1004,38.3,38.3,61.7,"Flühli LU","Flühli (LU)","Flühli LU","Nein zur Erhöhung des Frauenrentenalters auf 65 in Flühli. Die Gemeinde hat das Volksbegehren mit 61,7 Prozent abgelehnt. Da die Gemeinde auch die Erhöhung der Mehrwertsteuer mit 83,2 Prozent Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Flühli damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Flühli eine Rentenreform mit 62,9 Prozent Nein-Stimmen abgelehnt."
1005,67.8,67.8,32.2,"Hasle LU","Hasle (LU)","Hasle LU","Ja zur Erhöhung des Frauenrentenalters auf 65 in Hasle LU mit 67,8 Prozent. Da die Gemeinde auch der Erhöhung der Mehrwertsteuer mit 57,7 Prozent zugestimmt hat, ist die AHV-Reform in Hasle LU damit angenommen worden. Damit hat in Hasle LU im Vergleich zur letzten AHV-Abstimmungim Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 64,4 Prozent ein Nein in die Urne gelegt."
1007,80.4,80.4,19.6,"Romoos LU","Romoos (LU)","Romoos LU","Die Gemeinde Romoos hat die Erhöhung des Frauenrentenalters auf 65 mit 80,4 Prozent angenommen. Weil die Gemeinde die Erhöhung der Mehrwertsteuer aber mit 85,3 Prozent Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Romoos damit trotzdem gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Romoos eine Rentenreform mit 63,8 Prozent Nein-Stimmen abgelehnt."
1008,36.9,36.9,63.1,"Schüpfheim LU","Schüpfheim (LU)","Schüpfheim LU","Schüpfheim hat die Erhöhung des Frauenrentenalters auf 65 mit 63,1 Prozent abgelehnt. Obwohl die Gemeinde der Erhöhung der Mehrwertsteuer mit 56,1 Prozent angenommen hat, ist die AHV-Reform in Schüpfheim damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Schüpfheim eine Rentenreform mit 56,4 Prozent Nein-Stimmen abgelehnt."
1009,8.1,8.1,91.9,"Werthenstein LU","Werthenstein (LU)","Werthenstein LU","In Werthenstein hat die Stimmbevölkerung die Erhöhung des Frauenrentenalters auf 65 mit 91,9 Prozent abgelehnt. Obwohl die Gemeinde der Erhöhung der Mehrwertsteuer mit 74,6 Prozent angenommen hat, ist die AHV-Reform in Werthenstein damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Werthenstein eine Rentenreform mit 63 Prozent Nein-Stimmen abgelehnt."
1010,48.9,48.9,51.1,"Escholzmatt-Marbach LU","Escholzmatt-Marbach (LU)","Escholzmatt-Marbach LU","Escholzmatt-Marbach hat die Erhöhung des Frauenrentenalters auf 65 mit 51,1 Prozent abgelehnt. Obwohl die Gemeinde der Erhöhung der Mehrwertsteuer mit 51,6 Prozent angenommen hat, ist die AHV-Reform in Escholzmatt-Marbach damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Escholzmatt-Marbach eine Rentenreform mit 63,4 Prozent Nein-Stimmen abgelehnt."
1021,45.4,45.4,54.6,"Aesch LU","Aesch (LU)","Aesch LU","Aesch LU hat die Erhöhung des Frauenrentenalters auf 65 mit 54,6 Prozent abgelehnt. Obwohl die Gemeinde der Erhöhung der Mehrwertsteuer mit 62,2 Prozent angenommen hat, ist die AHV-Reform in Aesch LU damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Aesch LU eine Rentenreform mit 63,2 Prozent Nein-Stimmen abgelehnt."
1023,52.2,52.2,47.8,"Ballwil LU","Ballwil (LU)","Ballwil LU","52,2 Prozent in Ballwil sagen Ja zur Erhöhung des Frauenrentenalters auf 65 . Weil die Gemeinde die Erhöhung der Mehrwertsteuer aber mit 63,2 Prozent Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Ballwil damit trotzdem gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Ballwil eine Rentenreform mit 57,9 Prozent Nein-Stimmen abgelehnt."
1024,9,9,91,"Emmen LU","Emmen (LU)","Emmen LU","Keine Mehrheit für die Erhöhung des Frauenrentenalters auf 65 in Emmen: Mit 91 Prozent hat die Gemeinde die Vorlage verworfen. Da die Gemeinde auch die Erhöhung der Mehrwertsteuer mit 93,5 Prozent Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Emmen damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Emmen eine Rentenreform mit 55,7 Prozent Nein-Stimmen abgelehnt."
1025,46.9,46.9,53.1,"Ermensee LU","Ermensee (LU)","Ermensee LU","In Ermensee hat die Stimmbevölkerung die Erhöhung des Frauenrentenalters auf 65 mit 53,1 Prozent abgelehnt. Da die Gemeinde auch die Erhöhung der Mehrwertsteuer mit 67,9 Prozent Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Ermensee damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Ermensee eine Rentenreform mit 61 Prozent Nein-Stimmen abgelehnt."
1026,93.9,93.9,6.1,"Eschenbach LU","Eschenbach (LU)","Eschenbach LU","Die Gemeinde Eschenbach LU hat die Erhöhung des Frauenrentenalters auf 65 mit 93,9 Prozent angenommen. Da die Gemeinde auch der Erhöhung der Mehrwertsteuer mit 81 Prozent zugestimmt hat, ist die AHV-Reform in Eschenbach LU damit angenommen worden. Damit hat in Eschenbach LU im Vergleich zur letzten AHV-Abstimmungim Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 54,1 Prozent ein Nein in die Urne gelegt."
1030,79,79,21,"Hitzkirch LU","Hitzkirch (LU)","Hitzkirch LU","Ja zur Erhöhung des Frauenrentenalters auf 65 in Hitzkirch mit 79 Prozent. Da die Gemeinde auch der Erhöhung der Mehrwertsteuer mit 51,4 Prozent zugestimmt hat, ist die AHV-Reform in Hitzkirch damit angenommen worden. Damit hat in Hitzkirch im Vergleich zur letzten AHV-Abstimmungim Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 58,3 Prozent ein Nein in die Urne gelegt."
1031,53.8,53.8,46.2,"Hochdorf LU","Hochdorf (LU)","Hochdorf LU","In Hochdorf hat die Stimmbevölkerung der Erhöhung des Frauenrentenalters auf 65 mit einem Ja-Stimmen-Anteil von 53,8 Prozent zugestimmt. Weil die Gemeinde die Erhöhung der Mehrwertsteuer aber mit 75 Prozent Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Hochdorf damit trotzdem gescheitert. Damit hat in Hochdorf im Vergleich zur letzten AHV-Abstimmung im Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 50,6 Prozent ein Ja in die Urne gelegt."
1032,85.8,85.8,14.2,"Hohenrain LU","Hohenrain (LU)","Hohenrain LU","85,8 Prozent in Hohenrain sagen Ja zur Erhöhung des Frauenrentenalters auf 65 . Da die Gemeinde auch der Erhöhung der Mehrwertsteuer mit 53 Prozent zugestimmt hat, ist die AHV-Reform in Hohenrain damit angenommen worden. Damit hat in Hohenrain im Vergleich zur letzten AHV-Abstimmungim Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 54,5 Prozent ein Nein in die Urne gelegt."
1033,47.4,47.4,52.6,"Inwil LU","Inwil (LU)","Inwil LU","In Inwil hat die Erhöhung des Frauenrentenalters auf 65 keine Mehrheit gefunden. Auf 52,6 Prozent der abgegebenen Stimmzettel stand ein Nein. Da die Gemeinde auch die Erhöhung der Mehrwertsteuer mit 53,6 Prozent Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Inwil damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Inwil eine Rentenreform mit 60,3 Prozent Nein-Stimmen abgelehnt."
1037,53.2,53.2,46.8,"Rain LU","Rain (LU)","Rain LU","Rain hat der Erhöhung des Frauenrentenalters auf 65 mit 53,2 Prozent  zugestimmt. Da die Gemeinde auch der Erhöhung der Mehrwertsteuer mit 94,1 Prozent zugestimmt hat, ist die AHV-Reform in Rain damit angenommen worden. Damit hat in Rain im Vergleich zur letzten AHV-Abstimmungim Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 54,7 Prozent ein Nein in die Urne gelegt."
1039,82.3,82.3,17.7,"Römerswil LU","Römerswil (LU)","Römerswil LU","In Römerswil hat die Stimmbevölkerung der Erhöhung des Frauenrentenalters auf 65 mit einem Ja-Stimmen-Anteil von 82,3 Prozent zugestimmt. Weil die Gemeinde die Erhöhung der Mehrwertsteuer aber mit 93,2 Prozent Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Römerswil damit trotzdem gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Römerswil eine Rentenreform mit 57,4 Prozent Nein-Stimmen abgelehnt."
1040,45.2,45.2,54.8,"Rothenburg LU","Rothenburg (LU)","Rothenburg LU","54,8 Prozent Nein zur Erhöhung des Frauenrentenalters auf 65 in Rothenburg. Obwohl die Gemeinde der Erhöhung der Mehrwertsteuer mit 95,8 Prozent angenommen hat, ist die AHV-Reform in Rothenburg damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Rothenburg eine Rentenreform mit 50,6 Prozent Nein-Stimmen abgelehnt."
1041,43.1,43.1,56.9,"Schongau LU","Schongau (LU)","Schongau LU","56,9 Prozent der Stimmbürgerinnen und Stimmbürger von Schongau sagen Nein zur Erhöhung des Frauenrentenalters auf 65. Obwohl die Gemeinde der Erhöhung der Mehrwertsteuer mit 88,5 Prozent angenommen hat, ist die AHV-Reform in Schongau damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Schongau eine Rentenreform mit 63,2 Prozent Nein-Stimmen abgelehnt."
1051,86,86,14,"Adligenswil LU","Adligenswil (LU)","Adligenswil LU","86 Prozent der Abstimmenden in der Gemeinde Adligenswil haben Ja gesagt zur Erhöhung des Frauenrentenalters auf 65. Da die Gemeinde auch der Erhöhung der Mehrwertsteuer mit 73,3 Prozent zugestimmt hat, ist die AHV-Reform in Adligenswil damit angenommen worden. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Adligenswil der Rentenreform mit 52,5 Prozent zugestimmt."
1052,68.1,68.1,31.9,"Buchrain LU","Buchrain (LU)","Buchrain LU","68,1 Prozent in Buchrain sagen Ja zur Erhöhung des Frauenrentenalters auf 65 . Da die Gemeinde auch der Erhöhung der Mehrwertsteuer mit 71,5 Prozent zugestimmt hat, ist die AHV-Reform in Buchrain damit angenommen worden. Damit hat in Buchrain im Vergleich zur letzten AHV-Abstimmungim Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 53,3 Prozent ein Nein in die Urne gelegt."
1053,50,50,50,"Dierikon LU","Dierikon (LU)","Dierikon LU","In Dierikon hat die Stimmbevölkerung die Erhöhung des Frauenrentenalters auf 65 mit 50 Prozent abgelehnt. Da die Gemeinde auch die Erhöhung der Mehrwertsteuer mit 68,2 Prozent Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Dierikon damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Dierikon eine Rentenreform mit 55,9 Prozent Nein-Stimmen abgelehnt."
1054,56.3,56.3,43.7,"Ebikon LU","Ebikon (LU)","Ebikon LU","56,3 Prozent in Ebikon sagen Ja zur Erhöhung des Frauenrentenalters auf 65 . Da die Gemeinde auch der Erhöhung der Mehrwertsteuer mit 61,7 Prozent zugestimmt hat, ist die AHV-Reform in Ebikon damit angenommen worden. Damit hat in Ebikon im Vergleich zur letzten AHV-Abstimmungim Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 52,8 Prozent ein Nein in die Urne gelegt."
1055,58.6,58.6,41.4,"Gisikon LU","Gisikon (LU)","Gisikon LU","58,6 Prozent der Stimmbürgerinnen und Stimmbürger von Gisikon haben die Erhöhung des Frauenrentenalters auf 65 angenommen. Da die Gemeinde auch der Erhöhung der Mehrwertsteuer mit 89,4 Prozent zugestimmt hat, ist die AHV-Reform in Gisikon damit angenommen worden. Damit hat in Gisikon im Vergleich zur letzten AHV-Abstimmungim Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 55,4 Prozent ein Nein in die Urne gelegt."
1056,45.8,45.8,54.2,"Greppen LU","Greppen (LU)","Greppen LU","Keine Mehrheit für die Erhöhung des Frauenrentenalters auf 65 in Greppen: Mit 54,2 Prozent hat die Gemeinde die Vorlage verworfen. Da die Gemeinde auch die Erhöhung der Mehrwertsteuer mit 66 Prozent Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Greppen damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Greppen eine Rentenreform mit 52,7 Prozent Nein-Stimmen abgelehnt."
1057,96.7,96.7,3.3,"Honau LU","Honau (LU)","Honau LU","96,7 Prozent der Stimmbürgerinnen und Stimmbürger von Honau haben die Erhöhung des Frauenrentenalters auf 65 angenommen. Da die Gemeinde auch der Erhöhung der Mehrwertsteuer mit 56,7 Prozent zugestimmt hat, ist die AHV-Reform in Honau damit angenommen worden. Damit hat in Honau im Vergleich zur letzten AHV-Abstimmungim Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 58,4 Prozent ein Nein in die Urne gelegt."
1058,79.5,79.5,20.5,"Horw LU","Horw (LU)","Horw LU","79,5 Prozent der Abstimmenden in der Gemeinde Horw haben Ja gesagt zur Erhöhung des Frauenrentenalters auf 65. Weil die Gemeinde die Erhöhung der Mehrwertsteuer aber mit 97,4 Prozent Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Horw damit trotzdem gescheitert. Damit hat in Horw im Vergleich zur letzten AHV-Abstimmung im Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 52,2 Prozent ein Ja in die Urne gelegt."
1059,28.1,28.1,71.9,"Kriens LU","Kriens (LU)","Kriens LU","71,9 Prozent Nein zur Erhöhung des Frauenrentenalters auf 65 in Kriens. Da die Gemeinde auch die Erhöhung der Mehrwertsteuer mit 87,6 Prozent Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Kriens damit gescheitert. Damit hat in Kriens im Vergleich zur letzten AHV-Abstimmung im Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 51,1 Prozent ein Ja in die Urne gelegt."
1061,85.2,85.2,14.8,"Luzern LU","Lucerne (LU)","Lucerna LU","Die Gemeinde Luzern hat die Erhöhung des Frauenrentenalters auf 65 mit 85,2 Prozent angenommen. Da die Gemeinde auch der Erhöhung der Mehrwertsteuer mit 99,9 Prozent zugestimmt hat, ist die AHV-Reform in Luzern damit angenommen worden. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Luzern der Rentenreform mit 58,3 Prozent zugestimmt."
1062,35.3,35.3,64.7,"Malters LU","Malters (LU)","Malters LU","64,7 Prozent der Stimmbürgerinnen und Stimmbürger von Malters sagen Nein zur Erhöhung des Frauenrentenalters auf 65. Obwohl die Gemeinde der Erhöhung der Mehrwertsteuer mit 52 Prozent angenommen hat, ist die AHV-Reform in Malters damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Malters eine Rentenreform mit 52,6 Prozent Nein-Stimmen abgelehnt."
1063,21.4,21.4,78.6,"Meggen LU","Meggen (LU)","Meggen LU","78,6 Prozent der Stimmbürgerinnen und Stimmbürger von Meggen sagen Nein zur Erhöhung des Frauenrentenalters auf 65. Da die Gemeinde auch die Erhöhung der Mehrwertsteuer mit 62,3 Prozent Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Meggen damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Meggen eine Rentenreform mit 54,4 Prozent Nein-Stimmen abgelehnt."
1064,14.6,14.6,85.4,"Meierskappel LU","Meierskappel (LU)","Meierskappel LU","Keine Mehrheit für die Erhöhung des Frauenrentenalters auf 65 in Meierskappel: Mit 85,4 Prozent hat die Gemeinde die Vorlage verworfen. Da die Gemeinde auch die Erhöhung der Mehrwertsteuer mit 52 Prozent Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Meierskappel damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Meierskappel eine Rentenreform mit 58,4 Prozent Nein-Stimmen abgelehnt."
1065,71.2,71.2,28.8,"Root LU","Root (LU)","Root LU","Ja zur Erhöhung des Frauenrentenalters auf 65 in Root mit 71,2 Prozent. Da die Gemeinde auch der Erhöhung der Mehrwertsteuer mit 59,8 Prozent zugestimmt hat, ist die AHV-Reform in Root damit angenommen worden. Damit hat in Root im Vergleich zur letzten AHV-Abstimmungim Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 56,1 Prozent ein Nein in die Urne gelegt."
1066,11.9,11.9,88.1,"Schwarzenberg LU","Schwarzenberg (LU)","Schwarzenberg LU","88,1 Prozent der Stimmbürgerinnen und Stimmbürger von Schwarzenberg sagen Nein zur Erhöhung des Frauenrentenalters auf 65. Obwohl die Gemeinde der Erhöhung der Mehrwertsteuer mit 67,2 Prozent angenommen hat, ist die AHV-Reform in Schwarzenberg damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Schwarzenberg eine Rentenreform mit 60,5 Prozent Nein-Stimmen abgelehnt."
1067,89.7,89.7,10.3,"Udligenswil LU","Udligenswil (LU)","Udligenswil LU","Ja zur Erhöhung des Frauenrentenalters auf 65 in Udligenswil mit 89,7 Prozent. Da die Gemeinde auch der Erhöhung der Mehrwertsteuer mit 52,2 Prozent zugestimmt hat, ist die AHV-Reform in Udligenswil damit angenommen worden. Damit hat in Udligenswil im Vergleich zur letzten AHV-Abstimmungim Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 56,1 Prozent ein Nein in die Urne gelegt."
1068,47.9,47.9,52.1,"Vitznau LU","Vitznau (LU)","Vitznau LU","In Vitznau hat die Erhöhung des Frauenrentenalters auf 65 keine Mehrheit gefunden. Auf 52,1 Prozent der abgegebenen Stimmzettel stand ein Nein. Obwohl die Gemeinde der Erhöhung der Mehrwertsteuer mit 88,7 Prozent angenommen hat, ist die AHV-Reform in Vitznau damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Vitznau eine Rentenreform mit 58,2 Prozent Nein-Stimmen abgelehnt."
