"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_i"
566,58.3,58.3,41.7,"Krattigen BE","Krattigen (BE)","Krattigen BE","A Krattigen i cittadini hanno accolto, con il 58,3 percento dei voti, l'aumento dell'età pensionabile delle donne a 65 anni. Anche la seconda proposta concernente l'AVS è stata accettata con il 72,6 percento dei voti. A Krattigen come nel 2017 gli elettori hanno detto sì - con il 52,1 percento dei voti – alla riforma dell'AVS."
567,73.6,73.6,26.4,"Reichenbach im Kandertal BE","Reichenbach im Kandertal (BE)","Reichenbach im Kandertal BE","Con il 73,6 percento di ""sì"", i cittadini del comune di Reichenbach im Kandertal hanno accolto l'aumento dell'età pensionabile delle donne a 65 anni. La seconda proposta concernente l'AVS è stata invece respinta con il 19,6 percento dei voti. A Reichenbach im Kandertal come nel 2017 gli elettroi hanno detto no - con il 63,1 percento dei voti – alla riforma dell'AVS."
571,66.2,66.2,33.8,"Beatenberg BE","Beatenberg (BE)","Beatenberg BE","Da Beatenberg è arrivato un ""sì"" alle urne per l'aumento dell'età pensionabile delle donne a 65 anni. I cittadini hanno accolto il testo con il 66,2 percento dei voti. La seconda proposta concernente l'AVS è stata invece respinta con il 2 percento dei voti. A Beatenberg come nel 2017 gli elettroi hanno detto no - con il 66,3 percento dei voti – alla riforma dell'AVS."
572,2.7,2.7,97.3,"Bönigen BE","Bönigen (BE)","Bönigen BE","I cittadini di Bönigen si sono opposti all'aumento dell'età pensionabile delle donne a 65 anni. Il testo è stato respinto con il 97,3 percento dei voti. La seconda proposta concernente l'AVS è stata invece accettata con il 53,3 percento dei voti. A Bönigen come nel 2017 gli elettroi hanno detto no - con il 51,6 percento dei voti – alla riforma dell'AVS."
573,41.9,41.9,58.1,"Brienz BE","Brienz (BE)","Brienz BE","No all'aumento dell'età pensionabile delle donne a 65 anni nel comune di Brienz BE: i cittadini hanno bocciato il testo con il 58,1 percento dei voti. La seconda proposta concernente l'AVS è stata invece accettata con il 55,5 percento dei voti. A Brienz BE come nel 2017 gli elettroi hanno detto no - con il 58,4 percento dei voti – alla riforma dell'AVS."
574,9.8,9.8,90.2,"Brienzwiler BE","Brienzwiler (BE)","Brienzwiler BE","Nel comune di Brienzwiler l'aumento dell'età pensionabile delle donne a 65 anni è stato bocciato con il 90,2 percento dei voti. La seconda proposta concernente l'AVS è stata invece accettata con il 75 percento dei voti. A Brienzwiler come nel 2017 gli elettroi hanno detto no - con il 62,2 percento dei voti – alla riforma dell'AVS."
575,31.2,31.2,68.8,"Därligen BE","Därligen (BE)","Därligen BE","Da Därligen è arrivato un ""no"" alle urne per l'aumento dell'età pensionabile delle donne a 65 anni. I cittadini hanno respinto il testo con il 68,8 percento dei voti. La seconda proposta concernente l'AVS è stata invece accettata con il 72,5 percento dei voti. Därligen ha cambiato fazione: nel 2017 era a favore della riforma AVS, mentre ora la boccia."
576,77,77,23,"Grindelwald BE","Grindelwald (BE)","Grindelwald BE","Sì all'aumento dell'età pensionabile delle donne a 65 anni nel comune di Grindelwald: i cittadini hanno approvato il testo con il 77 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 62,2 percento dei voti. Grindelwald ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
577,43.1,43.1,56.9,"Gsteigwiler BE","Gsteigwiler (BE)","Gsteigwiler BE","Con il 56,9 percento di ""no"", i cittadini del comune di Gsteigwiler hanno bocciato l'aumento dell'età pensionabile delle donne a 65 anni. La seconda proposta concernente l'AVS è stata invece accettata con il 64,1 percento dei voti. A Gsteigwiler come nel 2017 gli elettroi hanno detto no - con il 57,6 percento dei voti – alla riforma dell'AVS."
578,48.9,48.9,51.1,"Gündlischwand BE","Gündlischwand (BE)","Gündlischwand BE","I cittadini di Gündlischwand si sono opposti all'aumento dell'età pensionabile delle donne a 65 anni. Il testo è stato respinto con il 51,1 percento dei voti. La seconda proposta concernente l'AVS è stata invece accettata con il 90,3 percento dei voti. A Gündlischwand come nel 2017 gli elettroi hanno detto no - con il 62,6 percento dei voti – alla riforma dell'AVS."
579,54.9,54.9,45.1,"Habkern BE","Habkern (BE)","Habkern BE","Nel comune di Habkern l'aumento dell'età pensionabile delle donne a 65 anni è stato accettato con il 54,9 percento dei voti. La seconda proposta concernente l'AVS è stata invece respinta con il 36,7 percento dei voti. A Habkern come nel 2017 gli elettroi hanno detto no - con il 64,8 percento dei voti – alla riforma dell'AVS."
580,0.5,0.5,99.5,"Hofstetten bei Brienz BE","Hofstetten bei Brienz (BE)","Hofstetten bei Brienz BE","Da Hofstetten bei Brienz è arrivato un ""no"" alle urne per l'aumento dell'età pensionabile delle donne a 65 anni. I cittadini hanno respinto il testo con il 99,5 percento dei voti. Anche la seconda proposta concernente l'AVS è stata respinta con il 48,8 percento dei voti. A Hofstetten bei Brienz come nel 2017 gli elettroi hanno detto no - con il 59,2 percento dei voti – alla riforma dell'AVS."
581,63.8,63.8,36.2,"Interlaken BE","Interlaken (BE)","Interlaken BE","Con il 63,8 percento di ""sì"", i cittadini del comune di Interlaken hanno accolto l'aumento dell'età pensionabile delle donne a 65 anni. Anche la seconda proposta concernente l'AVS è stata accettata con il 65,7 percento dei voti. Interlaken ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
582,44.5,44.5,55.5,"Iseltwald BE","Iseltwald (BE)","Iseltwald BE","Nel comune di Iseltwald l'aumento dell'età pensionabile delle donne a 65 anni è stato respinto con il 55,5 percento dei voti. Anche la seconda proposta concernente l'AVS è stata respinta con il 3,4 percento dei voti. A Iseltwald come nel 2017 gli elettroi hanno detto no - con il 59,6 percento dei voti – alla riforma dell'AVS."
584,54.4,54.4,45.6,"Lauterbrunnen BE","Lauterbrunnen (BE)","Lauterbrunnen BE","A Lauterbrunnen i cittadini hanno accolto, con il 54,4 percento dei voti, l'aumento dell'età pensionabile delle donne a 65 anni. Anche la seconda proposta concernente l'AVS è stata accettata con il 51,7 percento dei voti. Lauterbrunnen ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
585,39.3,39.3,60.7,"Leissigen BE","Leissigen (BE)","Leissigen BE","Nel comune di Leissigen l'aumento dell'età pensionabile delle donne a 65 anni è stato bocciato con il 60,7 percento dei voti. Anche la seconda proposta concernente l'AVS è stata respinta con il 36,6 percento dei voti. A Leissigen come nel 2017 gli elettroi hanno detto no - con il 54,2 percento dei voti – alla riforma dell'AVS."
586,39,39,61,"Lütschental BE","Lütschental (BE)","Lütschental BE","No all'aumento dell'età pensionabile delle donne a 65 anni nel comune di Lütschental: i cittadini hanno bocciato il testo con il 61 percento dei voti. La seconda proposta concernente l'AVS è stata invece accettata con il 54 percento dei voti. A Lütschental come nel 2017 gli elettroi hanno detto no - con il 73,3 percento dei voti – alla riforma dell'AVS."
587,53.2,53.2,46.8,"Matten bei Interlaken BE","Matten bei Interlaken (BE)","Matten bei Interlaken BE","Nel comune di Matten bei Interlaken l'aumento dell'età pensionabile delle donne a 65 anni è stato accettato con il 53,2 percento dei voti. La seconda proposta concernente l'AVS è stata invece respinta con il 33 percento dei voti. A Matten bei Interlaken come nel 2017 gli elettroi hanno detto no - con il 54 percento dei voti – alla riforma dell'AVS."
588,66.3,66.3,33.7,"Niederried bei Interlaken BE","Niederried bei Interlaken (BE)","Niederried bei Interlaken BE","A Niederried bei Interlaken i cittadini hanno accolto, con il 66,3 percento dei voti, l'aumento dell'età pensionabile delle donne a 65 anni. Anche la seconda proposta concernente l'AVS è stata accettata con il 77,4 percento dei voti. A Niederried bei Interlaken come nel 2017 gli elettori hanno detto sì - con il 50,4 percento dei voti – alla riforma dell'AVS."
589,76.8,76.8,23.2,"Oberried am Brienzersee BE","Oberried am Brienzersee (BE)","Oberried am Brienzersee BE","I cittadini di Oberried am Brienzersee si sono espressi a favore dell'aumento dell'età pensionabile delle donne a 65 anni. Il testo è stato approvato con il 76,8 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 61,7 percento dei voti. Oberried am Brienzersee ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
590,12.6,12.6,87.4,"Ringgenberg BE","Ringgenberg (BE)","Ringgenberg BE","A Ringgenberg BE i cittadini hanno respinto, con il 87,4 percento dei voti, l'aumento dell'età pensionabile delle donne a 65 anni. La seconda proposta concernente l'AVS è stata invece accettata con il 61,4 percento dei voti. A Ringgenberg BE come nel 2017 gli elettroi hanno detto no - con il 56,2 percento dei voti – alla riforma dell'AVS."
591,11.2,11.2,88.8,"Saxeten BE","Saxeten (BE)","Saxeten BE","Da Saxeten è arrivato un ""no"" alle urne per l'aumento dell'età pensionabile delle donne a 65 anni. I cittadini hanno respinto il testo con il 88,8 percento dei voti. La seconda proposta concernente l'AVS è stata invece accettata con il 67,7 percento dei voti. A Saxeten come nel 2017 gli elettroi hanno detto no - con il 62,8 percento dei voti – alla riforma dell'AVS."
592,84.5,84.5,15.5,"Schwanden bei Brienz BE","Schwanden bei Brienz (BE)","Schwanden bei Brienz BE","I cittadini di Schwanden bei Brienz si sono espressi a favore dell'aumento dell'età pensionabile delle donne a 65 anni. Il testo è stato approvato con il 84,5 percento dei voti. La seconda proposta concernente l'AVS è stata invece respinta con il 39,6 percento dei voti. A Schwanden bei Brienz come nel 2017 gli elettroi hanno detto no - con il 60,3 percento dei voti – alla riforma dell'AVS."
593,40.7,40.7,59.3,"Unterseen BE","Unterseen (BE)","Unterseen BE","No all'aumento dell'età pensionabile delle donne a 65 anni nel comune di Unterseen: i cittadini hanno bocciato il testo con il 59,3 percento dei voti. La seconda proposta concernente l'AVS è stata invece accettata con il 61,1 percento dei voti. A Unterseen come nel 2017 gli elettroi hanno detto no - con il 52,9 percento dei voti – alla riforma dell'AVS."
594,49,49,51,"Wilderswil BE","Wilderswil (BE)","Wilderswil BE","No all'aumento dell'età pensionabile delle donne a 65 anni nel comune di Wilderswil: i cittadini hanno bocciato il testo con il 51 percento dei voti. Anche la seconda proposta concernente l'AVS è stata respinta con il 41,3 percento dei voti. A Wilderswil come nel 2017 gli elettroi hanno detto no - con il 61,2 percento dei voti – alla riforma dell'AVS."
602,68.3,68.3,31.7,"Arni BE","Arni (BE)","Arni BE","Con il 68,3 percento di ""sì"", i cittadini del comune di Arni BE hanno accolto l'aumento dell'età pensionabile delle donne a 65 anni. Anche la seconda proposta concernente l'AVS è stata accettata con il 63,3 percento dei voti. Arni BE ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
603,77.6,77.6,22.4,"Biglen BE","Biglen (BE)","Biglen BE","Con il 77,6 percento di ""sì"", i cittadini del comune di Biglen hanno accolto l'aumento dell'età pensionabile delle donne a 65 anni. La seconda proposta concernente l'AVS è stata invece respinta con il 44,5 percento dei voti. A Biglen come nel 2017 gli elettroi hanno detto no - con il 54,2 percento dei voti – alla riforma dell'AVS."
605,74,74,26,"Bowil BE","Bowil (BE)","Bowil BE","Sì all'aumento dell'età pensionabile delle donne a 65 anni nel comune di Bowil: i cittadini hanno approvato il testo con il 74 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 56,6 percento dei voti. Bowil ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
606,64.2,64.2,35.8,"Brenzikofen BE","Brenzikofen (BE)","Brenzikofen BE","Da Brenzikofen è arrivato un ""sì"" alle urne per l'aumento dell'età pensionabile delle donne a 65 anni. I cittadini hanno accolto il testo con il 64,2 percento dei voti. La seconda proposta concernente l'AVS è stata invece respinta con il 16,1 percento dei voti. A Brenzikofen come nel 2017 gli elettroi hanno detto no - con il 65,4 percento dei voti – alla riforma dell'AVS."
607,48.2,48.2,51.8,"Freimettigen BE","Freimettigen (BE)","Freimettigen BE","A Freimettigen i cittadini hanno respinto, con il 51,8 percento dei voti, l'aumento dell'età pensionabile delle donne a 65 anni. Anche la seconda proposta concernente l'AVS è stata respinta con il 47,2 percento dei voti. A Freimettigen come nel 2017 gli elettroi hanno detto no - con il 58 percento dei voti – alla riforma dell'AVS."
608,66.4,66.4,33.6,"Grosshöchstetten BE","Grosshöchstetten (BE)","Grosshöchstetten BE","Sì all'aumento dell'età pensionabile delle donne a 65 anni nel comune di Grosshöchstetten: i cittadini hanno approvato il testo con il 66,4 percento dei voti. La seconda proposta concernente l'AVS è stata invece respinta con il 4,4 percento dei voti. Grosshöchstetten ha cambiato fazione: nel 2017 era a favore della riforma AVS, mentre ora la boccia."
609,53.1,53.1,46.9,"Häutligen BE","Häutligen (BE)","Häutligen BE","Sì all'aumento dell'età pensionabile delle donne a 65 anni nel comune di Häutligen: i cittadini hanno approvato il testo con il 53,1 percento dei voti. La seconda proposta concernente l'AVS è stata invece respinta con il 34,6 percento dei voti. A Häutligen come nel 2017 gli elettroi hanno detto no - con il 66 percento dei voti – alla riforma dell'AVS."
610,25.2,25.2,74.8,"Herbligen BE","Herbligen (BE)","Herbligen BE","Nel comune di Herbligen l'aumento dell'età pensionabile delle donne a 65 anni è stato respinto con il 74,8 percento dei voti. Anche la seconda proposta concernente l'AVS è stata respinta con il 30,1 percento dei voti. A Herbligen come nel 2017 gli elettroi hanno detto no - con il 56,5 percento dei voti – alla riforma dell'AVS."
611,52.8,52.8,47.2,"Kiesen BE","Kiesen (BE)","Kiesen BE","Nel comune di Kiesen l'aumento dell'età pensionabile delle donne a 65 anni è stato approvato con il 52,8 percento dei voti. La seconda proposta concernente l'AVS è stata invece respinta con il 42 percento dei voti. A Kiesen come nel 2017 gli elettroi hanno detto no - con il 53,6 percento dei voti – alla riforma dell'AVS."
612,34,34,66,"Konolfingen BE","Konolfingen (BE)","Konolfingen BE","I cittadini di Konolfingen si sono opposti all'aumento dell'età pensionabile delle donne a 65 anni. Il testo è stato respinto con il 66 percento dei voti. La seconda proposta concernente l'AVS è stata invece accettata con il 75,9 percento dei voti. Konolfingen ha cambiato fazione: nel 2017 era a favore della riforma AVS, mentre ora la boccia."
613,86.6,86.6,13.4,"Landiswil BE","Landiswil (BE)","Landiswil BE","Con il 86,6 percento di ""sì"", i cittadini del comune di Landiswil hanno accolto l'aumento dell'età pensionabile delle donne a 65 anni. La seconda proposta concernente l'AVS è stata invece respinta con il 41 percento dei voti. A Landiswil come nel 2017 gli elettroi hanno detto no - con il 62,9 percento dei voti – alla riforma dell'AVS."
614,87.8,87.8,12.2,"Linden BE","Linden (BE)","Linden BE","Con il 87,8 percento di ""sì"", i cittadini del comune di Linden hanno accolto l'aumento dell'età pensionabile delle donne a 65 anni. La seconda proposta concernente l'AVS è stata invece respinta con il 19,5 percento dei voti. A Linden come nel 2017 gli elettroi hanno detto no - con il 63,5 percento dei voti – alla riforma dell'AVS."
615,64.9,64.9,35.1,"Mirchel BE","Mirchel (BE)","Mirchel BE","Da Mirchel è arrivato un ""sì"" alle urne per l'aumento dell'età pensionabile delle donne a 65 anni. I cittadini hanno accolto il testo con il 64,9 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 66,4 percento dei voti. Mirchel ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
