"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d"
2072,58.4,58.4,41.6,"Ecublens FR","Ecublens (FR)","Ecublens FR","58,4 Prozent der Abstimmenden in der Gemeinde Ecublens FR haben Ja gesagt zur Erhöhung der Mehrwertsteuer. Weil die Gemeinde das Frauenrentenalter 65 aber mit 54,5 Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Ecublens FR damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Ecublens FR eine Rentenreform mit 53,7 Nein-Stimmen abgelehnt."
2079,72.1,72.1,27.9,"Grangettes FR","Grangettes (FR)","Grangettes FR","72,1 Prozent der Abstimmenden in der Gemeinde Grangettes haben Ja gesagt zur Erhöhung der Mehrwertsteuer. Weil die Gemeinde das Frauenrentenalter 65 aber mit 62,3 Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Grangettes damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Grangettes eine Rentenreform mit 67,2 Nein-Stimmen abgelehnt."
2086,87.2,87.2,12.8,"Massonnens FR","Massonnens (FR)","Massonnens FR","87,2 Prozent der Abstimmenden in der Gemeinde Massonnens haben Ja gesagt zur Erhöhung der Mehrwertsteuer. Weil die Gemeinde das Frauenrentenalter 65 aber mit 70,6 Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Massonnens damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Massonnens eine Rentenreform mit 51,6 Nein-Stimmen abgelehnt."
2087,57.8,57.8,42.2,"Mézières FR","Mézières (FR)","Mézières FR","57,8 Prozent der Stimmbürgerinnen und Stimmbürger von Mézières FR haben die Erhöhung der Mehrwertsteuer angenommen. Weil die Gemeinde das Frauenrentenalter 65 aber mit 70,4 Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Mézières FR damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Mézières FR eine Rentenreform mit 53,3 Nein-Stimmen abgelehnt."
2089,30.8,30.8,69.2,"Montet (Glâne) FR","Montet (Glâne) (FR)","Montet (Glâne) FR","69,2 Prozent Nein zur Erhöhung der Mehrwertsteuer in Montet (Glâne). Obwohl die Gemeinde das Frauenrentenalter 65 mit 51,6 Ja-Stimmen angenommen hat, ist die AHV-Reform in Montet (Glâne) damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Montet (Glâne) eine Rentenreform mit 58,9 Nein-Stimmen abgelehnt."
2096,51.1,51.1,48.9,"Romont FR","Romont (FR)","Romont FR","Die Gemeinde Romont FR hat die Erhöhung der Mehrwertsteuer mit 51,1 Prozent angenommen. Weil die Gemeinde das Frauenrentenalter 65 aber mit 50,7 Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Romont FR damit gescheitert. Damit hat in Romont FR im Vergleich zur letzten AHV-Abstimmung im Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 55,6 Prozent ein Ja in die Urne gelegt."
2097,14.1,14.1,85.9,"Rue FR","Rue (FR)","Rue FR","Keine Mehrheit für die Erhöhung der Mehrwertsteuer in Rue: Mit 85,9 Prozent hat die Gemeinde die Vorlage verworfen. Obwohl die Gemeinde das Frauenrentenalter 65 mit 77,5 Ja-Stimmen angenommen hat, ist die AHV-Reform in Rue damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Rue eine Rentenreform mit 50,2 Nein-Stimmen abgelehnt."
2099,29.4,29.4,70.6,"Siviriez FR","Siviriez (FR)","Siviriez FR","Siviriez hat die Erhöhung der Mehrwertsteuer mit 70,6 Prozent abgelehnt. Da die Gemeinde auch das Frauenrentenalter 65 mit 64,5 abgelehnt hat, ist die AHV-Reform in Siviriez damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Siviriez eine Rentenreform mit 51,8 Nein-Stimmen abgelehnt."
2102,63.3,63.3,36.7,"Ursy FR","Ursy (FR)","Ursy FR","In Ursy hat die Stimmbevölkerung der Erhöhung der Mehrwertsteuer mit einem Ja-Stimmen-Anteil von 63,3 Prozent zugestimmt. Da die Gemeinde auch dem Frauenrentealter 65 mit 78,6 zugestimmt hat, ist die AHV-Reform in Ursy damit angenommen worden. Damit hat in Ursy im Vergleich zur letzten AHV-Abstimmungim Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 52,5 Prozent ein Nein in die Urne gelegt."
2113,90.2,90.2,9.8,"Vuisternens-devant-Romont FR","Vuisternens-devant-Romont (FR)","Vuisternens-devant-Romont FR","90,2 Prozent der Abstimmenden in der Gemeinde Vuisternens-devant-Romont haben Ja gesagt zur Erhöhung der Mehrwertsteuer. Weil die Gemeinde das Frauenrentenalter 65 aber mit 60,1 Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Vuisternens-devant-Romont damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Vuisternens-devant-Romont eine Rentenreform mit 53 Nein-Stimmen abgelehnt."
2114,26.2,26.2,73.8,"Villorsonnens FR","Villorsonnens (FR)","Villorsonnens FR","Keine Mehrheit für die Erhöhung der Mehrwertsteuer in Villorsonnens: Mit 73,8 Prozent hat die Gemeinde die Vorlage verworfen. Da die Gemeinde auch das Frauenrentenalter 65 mit 73,3 abgelehnt hat, ist die AHV-Reform in Villorsonnens damit gescheitert. Damit hat in Villorsonnens im Vergleich zur letzten AHV-Abstimmung im Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 54,1 Prozent ein Ja in die Urne gelegt."
2115,88.9,88.9,11.1,"Torny FR","Torny (FR)","Torny FR","In Torny hat die Stimmbevölkerung der Erhöhung der Mehrwertsteuer mit einem Ja-Stimmen-Anteil von 88,9 Prozent zugestimmt. Da die Gemeinde auch dem Frauenrentealter 65 mit 65,8 zugestimmt hat, ist die AHV-Reform in Torny damit angenommen worden. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Torny der Rentenreform mit 54,5 zugestimmt."
2117,11.1,11.1,88.9,"Villaz FR","Villaz (FR)","Villaz FR","Keine Mehrheit für die Erhöhung der Mehrwertsteuer in Villaz: Mit 88,9 Prozent hat die Gemeinde die Vorlage verworfen. Da die Gemeinde auch das Frauenrentenalter 65 mit 60,1 abgelehnt hat, ist die AHV-Reform in Villaz damit gescheitert. Wegen der Veränderung der Gemeindestruktur ist ein Vergleich mit der letzten AHV-Abstimmung im Jahr 2017 in Villaz nicht möglich."
2121,71.1,71.1,28.9,"Haut-Intyamon FR","Haut-Intyamon (FR)","Haut-Intyamon FR","Haut-Intyamon hat der Erhöhung der Mehrwertsteuer mit 71,1 Prozent zugestimmt. Weil die Gemeinde das Frauenrentenalter 65 aber mit 58 Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Haut-Intyamon damit gescheitert. Damit hat in Haut-Intyamon im Vergleich zur letzten AHV-Abstimmung im Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 57,9 Prozent ein Ja in die Urne gelegt."
2122,14.8,14.8,85.2,"Pont-en-Ogoz FR","Pont-en-Ogoz (FR)","Pont-en-Ogoz FR","85,2 Prozent der Stimmbürgerinnen und Stimmbürger von Pont-en-Ogoz sagen Nein zur Erhöhung der Mehrwertsteuer. Obwohl die Gemeinde das Frauenrentenalter 65 mit 61,2 Ja-Stimmen angenommen hat, ist die AHV-Reform in Pont-en-Ogoz damit gescheitert. Damit hat in Pont-en-Ogoz im Vergleich zur letzten AHV-Abstimmung im Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 53,9 Prozent ein Ja in die Urne gelegt."
2123,63.1,63.1,36.9,"Botterens FR","Botterens (FR)","Botterens FR","Botterens hat der Erhöhung der Mehrwertsteuer mit 63,1 Prozent zugestimmt. Da die Gemeinde auch dem Frauenrentealter 65 mit 89,1 zugestimmt hat, ist die AHV-Reform in Botterens damit angenommen worden. Damit hat in Botterens im Vergleich zur letzten AHV-Abstimmungim Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 54,1 Prozent ein Nein in die Urne gelegt."
2124,57.4,57.4,42.6,"Broc FR","Broc (FR)","Broc FR","Ja zur Erhöhung der Mehrwertsteuer in Broc mit 57,4 Prozent. Da die Gemeinde auch dem Frauenrentealter 65 mit 72,4 zugestimmt hat, ist die AHV-Reform in Broc damit angenommen worden. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Broc der Rentenreform mit 52,3 zugestimmt."
2125,50.1,50.1,49.9,"Bulle FR","Bulle (FR)","Bulle FR","50,1 Prozent der Abstimmenden in der Gemeinde Bulle haben Ja gesagt zur Erhöhung der Mehrwertsteuer. Weil die Gemeinde das Frauenrentenalter 65 aber mit 58,4 Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Bulle damit gescheitert. Damit hat in Bulle im Vergleich zur letzten AHV-Abstimmung im Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 54,6 Prozent ein Ja in die Urne gelegt."
2128,86.3,86.3,13.7,"Châtel-sur-Montsalvens FR","Châtel-sur-Montsalvens (FR)","Châtel-sur-Montsalvens FR","86,3 Prozent der Stimmbürgerinnen und Stimmbürger von Châtel-sur-Montsalvens haben die Erhöhung der Mehrwertsteuer angenommen. Da die Gemeinde auch dem Frauenrentealter 65 mit 72,6 zugestimmt hat, ist die AHV-Reform in Châtel-sur-Montsalvens damit angenommen worden. Damit hat in Châtel-sur-Montsalvens im Vergleich zur letzten AHV-Abstimmungim Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 54,4 Prozent ein Nein in die Urne gelegt."
2129,23.2,23.2,76.8,"Corbières FR","Corbières (FR)","Corbières FR","Corbières hat die Erhöhung der Mehrwertsteuer mit 76,8 Prozent abgelehnt. Obwohl die Gemeinde das Frauenrentenalter 65 mit 63,7 Ja-Stimmen angenommen hat, ist die AHV-Reform in Corbières damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Corbières eine Rentenreform mit 53,6 Nein-Stimmen abgelehnt."
2130,49.9,49.9,50.1,"Crésuz FR","Crésuz (FR)","Crésuz FR","50,1 Prozent der Stimmbürgerinnen und Stimmbürger von Crésuz sagen Nein zur Erhöhung der Mehrwertsteuer. Obwohl die Gemeinde das Frauenrentenalter 65 mit 66,2 Ja-Stimmen angenommen hat, ist die AHV-Reform in Crésuz damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Crésuz eine Rentenreform mit 51,2 Nein-Stimmen abgelehnt."
2131,88.4,88.4,11.6,"Echarlens FR","Echarlens (FR)","Echarlens FR","Die Gemeinde Echarlens hat die Erhöhung der Mehrwertsteuer mit 88,4 Prozent angenommen. Da die Gemeinde auch dem Frauenrentealter 65 mit 76,8 zugestimmt hat, ist die AHV-Reform in Echarlens damit angenommen worden. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Echarlens der Rentenreform mit 61,3 zugestimmt."
2134,50.1,50.1,49.9,"Grandvillard FR","Grandvillard (FR)","Grandvillard FR","50,1 Prozent in Grandvillard sagen Ja zur Erhöhung der Mehrwertsteuer . Weil die Gemeinde das Frauenrentenalter 65 aber mit 85,4 Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Grandvillard damit gescheitert. Damit hat in Grandvillard im Vergleich zur letzten AHV-Abstimmung im Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 55,4 Prozent ein Ja in die Urne gelegt."
2135,2.8,2.8,97.2,"Greyerz FR","Gruyères (FR)","Greyerz FR","97,2 Prozent Nein zur Erhöhung der Mehrwertsteuer in Greyerz. Obwohl die Gemeinde das Frauenrentenalter 65 mit 54,4 Ja-Stimmen angenommen hat, ist die AHV-Reform in Greyerz damit gescheitert. Damit hat in Greyerz im Vergleich zur letzten AHV-Abstimmung im Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 57,4 Prozent ein Ja in die Urne gelegt."
2137,47.4,47.4,52.6,"Hauteville FR","Hauteville (FR)","Hauteville FR","52,6 Prozent der Stimmbürgerinnen und Stimmbürger von Hauteville sagen Nein zur Erhöhung der Mehrwertsteuer. Da die Gemeinde auch das Frauenrentenalter 65 mit 67,6 abgelehnt hat, ist die AHV-Reform in Hauteville damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Hauteville eine Rentenreform mit 53,4 Nein-Stimmen abgelehnt."
2138,0,0,100,"Jaun FR","Bellegarde (FR)","Jaun FR","Keine Schweizer Gemeinde hat sich deutlicher gegen die Erhöhung der Mehrwertsteuer ausgesprochen als Jaun mit einem Nein-Stimmen-Anteil von 100 Prozent. Obwohl die Gemeinde das Frauenrentenalter 65 mit 69,1 Ja-Stimmen angenommen hat, ist die AHV-Reform in Jaun damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Jaun eine Rentenreform mit 64,7 Nein-Stimmen abgelehnt."
2140,36.7,36.7,63.3,"Marsens FR","Marsens (FR)","Marsens FR","Marsens hat die Erhöhung der Mehrwertsteuer mit 63,3 Prozent abgelehnt. Da die Gemeinde auch das Frauenrentenalter 65 mit 55,4 abgelehnt hat, ist die AHV-Reform in Marsens damit gescheitert. Damit hat in Marsens im Vergleich zur letzten AHV-Abstimmung im Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 61,9 Prozent ein Ja in die Urne gelegt."
2143,34.7,34.7,65.3,"Morlon FR","Morlon (FR)","Morlon FR","In Morlon hat die Stimmbevölkerung die Erhöhung der Mehrwertsteuer mit 65,3 Prozent abgelehnt. Obwohl die Gemeinde das Frauenrentenalter 65 mit 55,4 Ja-Stimmen angenommen hat, ist die AHV-Reform in Morlon damit gescheitert. Damit hat in Morlon im Vergleich zur letzten AHV-Abstimmung im Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 51,2 Prozent ein Ja in die Urne gelegt."
2145,31.6,31.6,68.4,"Le Pâquier FR","Le Pâquier (FR)","Le Pâquier FR","68,4 Prozent der Stimmbürgerinnen und Stimmbürger von Le Pâquier FR sagen Nein zur Erhöhung der Mehrwertsteuer. Obwohl die Gemeinde das Frauenrentenalter 65 mit 63,6 Ja-Stimmen angenommen hat, ist die AHV-Reform in Le Pâquier FR damit gescheitert. Damit hat in Le Pâquier FR im Vergleich zur letzten AHV-Abstimmung im Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 56,7 Prozent ein Ja in die Urne gelegt."
2147,64.5,64.5,35.5,"Pont-la-Ville FR","Pont-la-Ville (FR)","Pont-la-Ville FR","Pont-la-Ville hat der Erhöhung der Mehrwertsteuer mit 64,5 Prozent zugestimmt. Da die Gemeinde auch dem Frauenrentealter 65 mit 59,5 zugestimmt hat, ist die AHV-Reform in Pont-la-Ville damit angenommen worden. Damit hat in Pont-la-Ville im Vergleich zur letzten AHV-Abstimmungim Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 51,9 Prozent ein Nein in die Urne gelegt."
2148,56.3,56.3,43.7,"Riaz FR","Riaz (FR)","Riaz FR","56,3 Prozent in Riaz sagen Ja zur Erhöhung der Mehrwertsteuer . Da die Gemeinde auch dem Frauenrentealter 65 mit 60,1 zugestimmt hat, ist die AHV-Reform in Riaz damit angenommen worden. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Riaz der Rentenreform mit 50,9 zugestimmt."
2149,58,58,42,"La Roche FR","La Roche (FR)","La Roche FR","58 Prozent der Stimmbürgerinnen und Stimmbürger von La Roche haben die Erhöhung der Mehrwertsteuer angenommen. Da die Gemeinde auch dem Frauenrentealter 65 mit 73,9 zugestimmt hat, ist die AHV-Reform in La Roche damit angenommen worden. Damit hat in La Roche im Vergleich zur letzten AHV-Abstimmungim Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 60,6 Prozent ein Nein in die Urne gelegt."
2152,82.8,82.8,17.2,"Sâles FR","Sâles (FR)","Sâles FR","Die Gemeinde Sâles hat die Erhöhung der Mehrwertsteuer mit 82,8 Prozent angenommen. Weil die Gemeinde das Frauenrentenalter 65 aber mit 88,1 Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Sâles damit gescheitert. Damit hat in Sâles im Vergleich zur letzten AHV-Abstimmung im Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 54 Prozent ein Ja in die Urne gelegt."
2153,42,42,58,"Sorens FR","Sorens (FR)","Sorens FR","Keine Mehrheit für die Erhöhung der Mehrwertsteuer in Sorens: Mit 58 Prozent hat die Gemeinde die Vorlage verworfen. Da die Gemeinde auch das Frauenrentenalter 65 mit 55,1 abgelehnt hat, ist die AHV-Reform in Sorens damit gescheitert. Damit hat in Sorens im Vergleich zur letzten AHV-Abstimmung im Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 52,4 Prozent ein Ja in die Urne gelegt."
2155,52.5,52.5,47.5,"Vaulruz FR","Vaulruz (FR)","Vaulruz FR","Ja zur Erhöhung der Mehrwertsteuer in Vaulruz mit 52,5 Prozent. Da die Gemeinde auch dem Frauenrentealter 65 mit 81,8 zugestimmt hat, ist die AHV-Reform in Vaulruz damit angenommen worden. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Vaulruz der Rentenreform mit 53,2 zugestimmt."
2160,79.2,79.2,20.8,"Vuadens FR","Vuadens (FR)","Vuadens FR","Die Gemeinde Vuadens hat die Erhöhung der Mehrwertsteuer mit 79,2 Prozent angenommen. Weil die Gemeinde das Frauenrentenalter 65 aber mit 87,1 Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Vuadens damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Vuadens eine Rentenreform mit 51,3 Nein-Stimmen abgelehnt."
2162,62.6,62.6,37.4,"Bas-Intyamon FR","Bas-Intyamon (FR)","Bas-Intyamon FR","62,6 Prozent der Stimmbürgerinnen und Stimmbürger von Bas-Intyamon haben die Erhöhung der Mehrwertsteuer angenommen. Weil die Gemeinde das Frauenrentenalter 65 aber mit 97,5 Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Bas-Intyamon damit gescheitert. Damit hat in Bas-Intyamon im Vergleich zur letzten AHV-Abstimmung im Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 57,5 Prozent ein Ja in die Urne gelegt."
2163,75.3,75.3,24.7,"Val-de-Charmey FR","Val-de-Charmey (FR)","Val-de-Charmey FR","In Val-de-Charmey hat die Stimmbevölkerung der Erhöhung der Mehrwertsteuer mit einem Ja-Stimmen-Anteil von 75,3 Prozent zugestimmt. Da die Gemeinde auch dem Frauenrentealter 65 mit 56,6 zugestimmt hat, ist die AHV-Reform in Val-de-Charmey damit angenommen worden. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Val-de-Charmey der Rentenreform mit 53,5 zugestimmt."
2173,68.7,68.7,31.3,"Autigny FR","Autigny (FR)","Autigny FR","Die Gemeinde Autigny hat die Erhöhung der Mehrwertsteuer mit 68,7 Prozent angenommen. Weil die Gemeinde das Frauenrentenalter 65 aber mit 89,5 Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Autigny damit gescheitert. Damit hat in Autigny im Vergleich zur letzten AHV-Abstimmung im Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 58,4 Prozent ein Ja in die Urne gelegt."
2174,61.2,61.2,38.8,"Avry FR","Avry (FR)","Avry FR","61,2 Prozent der Stimmbürgerinnen und Stimmbürger von Avry haben die Erhöhung der Mehrwertsteuer angenommen. Weil die Gemeinde das Frauenrentenalter 65 aber mit 54,2 Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Avry damit gescheitert. Damit hat in Avry im Vergleich zur letzten AHV-Abstimmung im Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 58 Prozent ein Ja in die Urne gelegt."
2175,84.8,84.8,15.2,"Belfaux FR","Belfaux (FR)","Belfaux FR","Belfaux hat der Erhöhung der Mehrwertsteuer mit 84,8 Prozent zugestimmt. Da die Gemeinde auch dem Frauenrentealter 65 mit 75,8 zugestimmt hat, ist die AHV-Reform in Belfaux damit angenommen worden. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Belfaux der Rentenreform mit 58 zugestimmt."
2177,53.1,53.1,46.9,"Chénens FR","Chénens (FR)","Chénens FR","53,1 Prozent in Chénens sagen Ja zur Erhöhung der Mehrwertsteuer . Da die Gemeinde auch dem Frauenrentealter 65 mit 75,9 zugestimmt hat, ist die AHV-Reform in Chénens damit angenommen worden. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Chénens der Rentenreform mit 53,1 zugestimmt."
2183,54.8,54.8,45.2,"Corminboeuf FR","Corminboeuf (FR)","Corminboeuf FR","Ja zur Erhöhung der Mehrwertsteuer in Corminboeuf mit 54,8 Prozent. Weil die Gemeinde das Frauenrentenalter 65 aber mit 63,1 Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Corminboeuf damit gescheitert. Damit hat in Corminboeuf im Vergleich zur letzten AHV-Abstimmung im Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 58,9 Prozent ein Ja in die Urne gelegt."
2186,6.6,6.6,93.4,"Cottens FR","Cottens (FR)","Cottens FR","93,4 Prozent der Stimmbürgerinnen und Stimmbürger von Cottens FR sagen Nein zur Erhöhung der Mehrwertsteuer. Da die Gemeinde auch das Frauenrentenalter 65 mit 73 abgelehnt hat, ist die AHV-Reform in Cottens FR damit gescheitert. Damit hat in Cottens FR im Vergleich zur letzten AHV-Abstimmung im Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 57,3 Prozent ein Ja in die Urne gelegt."
2194,34.5,34.5,65.5,"Ferpicloz FR","Ferpicloz (FR)","Ferpicloz FR","Ferpicloz hat die Erhöhung der Mehrwertsteuer mit 65,5 Prozent abgelehnt. Da die Gemeinde auch das Frauenrentenalter 65 mit 63,9 abgelehnt hat, ist die AHV-Reform in Ferpicloz damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Ferpicloz eine Rentenreform mit 55,3 Nein-Stimmen abgelehnt."
2196,50.7,50.7,49.3,"Freiburg FR","Fribourg (FR)","Friburgo FR","Ja zur Erhöhung der Mehrwertsteuer in Freiburg mit 50,7 Prozent. Da die Gemeinde auch dem Frauenrentealter 65 mit 67,1 zugestimmt hat, ist die AHV-Reform in Freiburg damit angenommen worden. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Freiburg der Rentenreform mit 63,7 zugestimmt."
2197,54.2,54.2,45.8,"Givisiez FR","Givisiez (FR)","Givisiez FR","54,2 Prozent in Givisiez sagen Ja zur Erhöhung der Mehrwertsteuer . Da die Gemeinde auch dem Frauenrentealter 65 mit 96,8 zugestimmt hat, ist die AHV-Reform in Givisiez damit angenommen worden. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Givisiez der Rentenreform mit 58,1 zugestimmt."
